@timestamp,agent.name,agent.id,rule.id,rule.description,rule.level,rule.mitre.id,location,data.win.eventdata.commandLine,raw,severity,attack_type
2025-12-27T14:13:07.908Z,wazuh-vm,0,2904,Dpkg (Debian Package) half configured.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status half-configured', 'package': 'wazuh-dashboard', 'arch': 'amd64', 'version': '4.7.5-1'}, 'rule': {'firedtimes': 2, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'Dpkg (Debian Package) half configured.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2904', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:13:06 status half-configured wazuh-dashboard:amd64 4.7.5-1', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:07.908Z', 'location': '/var/log/dpkg.log', 'id': '1766844787.4322', 'timestamp': '2025-12-27T15:13:07.908+0100'}",high,T1136
2025-12-27T14:13:09.910Z,wazuh-vm,0,5501,PAM: Login session opened.,3,T1078,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:08.730655+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'srcuser': 'wazuh', 'uid': '0', 'dstuser': 'wazuh-dashboard(uid=123)'}, 'rule': {'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session opened.', 'groups': ['pam', 'syslog', 'authentication_success'], 'nist_800_53': ['AU.14', 'AC.7'], 'gdpr': ['IV_32.2'], 'firedtimes': 2, 'mitre': {'technique': ['Valid Accounts'], 'id': ['T1078'], 'tactic': ['Defense Evasion', 'Persistence', 'Privilege Escalation', 'Initial Access']}, 'id': '5501', 'gpg13': ['7.8', '7.9']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:08.730655+01:00 wazuh-vm runuser: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=123) by wazuh(uid=0)', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:09.910Z', 'location': '/var/log/auth.log', 'id': '1766844789.4803', 'timestamp': '2025-12-27T15:13:09.910+0100'}",low,T1078
2025-12-27T14:13:11.912Z,wazuh-vm,0,5502,PAM: Login session closed.,3,,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:11.770113+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dstuser': 'wazuh-dashboard'}, 'rule': {'firedtimes': 2, 'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session closed.', 'groups': ['pam', 'syslog'], 'id': '5502', 'nist_800_53': ['AU.14', 'AC.7'], 'gpg13': ['7.8', '7.9'], 'gdpr': ['IV_32.2']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:11.770113+01:00 wazuh-vm runuser: pam_unix(runuser:session): session closed for user wazuh-dashboard', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:11.912Z', 'location': '/var/log/auth.log', 'id': '1766844791.5691', 'timestamp': '2025-12-27T15:13:11.912+0100'}",low,T1136
2025-12-27T14:13:11.912Z,wazuh-vm,0,5502,PAM: Login session closed.,3,,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:10.552186+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dstuser': 'wazuh-dashboard'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session closed.', 'groups': ['pam', 'syslog'], 'id': '5502', 'nist_800_53': ['AU.14', 'AC.7'], 'gpg13': ['7.8', '7.9'], 'gdpr': ['IV_32.2']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:10.552186+01:00 wazuh-vm runuser: pam_unix(runuser:session): session closed for user wazuh-dashboard', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:11.912Z', 'location': '/var/log/auth.log', 'id': '1766844791.5279', 'timestamp': '2025-12-27T15:13:11.912+0100'}",low,T1136
2025-12-27T14:13:11.912Z,wazuh-vm,0,5501,PAM: Login session opened.,3,T1078,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:11.789806+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'srcuser': 'wazuh', 'uid': '0', 'dstuser': 'wazuh-dashboard(uid=123)'}, 'rule': {'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session opened.', 'groups': ['pam', 'syslog', 'authentication_success'], 'nist_800_53': ['AU.14', 'AC.7'], 'gdpr': ['IV_32.2'], 'firedtimes': 3, 'mitre': {'technique': ['Valid Accounts'], 'id': ['T1078'], 'tactic': ['Defense Evasion', 'Persistence', 'Privilege Escalation', 'Initial Access']}, 'id': '5501', 'gpg13': ['7.8', '7.9']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:11.789806+01:00 wazuh-vm runuser: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=123) by wazuh(uid=0)', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:11.912Z', 'location': '/var/log/auth.log', 'id': '1766844791.6103', 'timestamp': '2025-12-27T15:13:11.912+0100'}",low,T1078
2025-12-27T14:13:11.912Z,wazuh-vm,0,5501,PAM: Login session opened.,3,T1078,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:10.574824+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'srcuser': 'wazuh', 'uid': '0', 'dstuser': 'wazuh-dashboard(uid=123)'}, 'rule': {'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session opened.', 'groups': ['pam', 'syslog', 'authentication_success'], 'nist_800_53': ['AU.14', 'AC.7'], 'gdpr': ['IV_32.2'], 'firedtimes': 4, 'mitre': {'technique': ['Valid Accounts'], 'id': ['T1078'], 'tactic': ['Defense Evasion', 'Persistence', 'Privilege Escalation', 'Initial Access']}, 'id': '5501', 'gpg13': ['7.8', '7.9']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:10.574824+01:00 wazuh-vm runuser: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=123) by wazuh(uid=0)', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:11.912Z', 'location': '/var/log/auth.log', 'id': '1766844791.6579', 'timestamp': '2025-12-27T15:13:11.912+0100'}",low,T1078
2025-12-27T14:13:13.913Z,wazuh-vm,0,5502,PAM: Login session closed.,3,,/var/log/auth.log,,"{'predecoder': {'program_name': 'runuser', 'timestamp': '2025-12-27T15:13:13.017132+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dstuser': 'wazuh-dashboard'}, 'rule': {'firedtimes': 3, 'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session closed.', 'groups': ['pam', 'syslog'], 'id': '5502', 'nist_800_53': ['AU.14', 'AC.7'], 'gpg13': ['7.8', '7.9'], 'gdpr': ['IV_32.2']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:13:13.017132+01:00 wazuh-vm runuser: pam_unix(runuser:session): session closed for user wazuh-dashboard', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:13.913Z', 'location': '/var/log/auth.log', 'id': '1766844793.7055', 'timestamp': '2025-12-27T15:13:13.913+0100'}",low,T1136
2025-12-27T14:13:13.914Z,wazuh-vm,0,2902,New dpkg (Debian Package) installed.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status installed', 'package': 'wazuh-dashboard', 'arch': 'amd64', 'version': '4.7.5-1'}, 'rule': {'firedtimes': 2, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'New dpkg (Debian Package) installed.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2902', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:13:13 status installed wazuh-dashboard:amd64 4.7.5-1', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:13:13.914Z', 'location': '/var/log/dpkg.log', 'id': '1766844793.7467', 'timestamp': '2025-12-27T15:13:13.914+0100'}",high,T1136
2025-12-27T14:14:40.027Z,wazuh-vm,0,5501,PAM: Login session opened.,3,T1078,/var/log/auth.log,,"{'predecoder': {'program_name': 'pkexec', 'timestamp': '2025-12-27T15:14:38.475956+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'srcuser': 'wazuh', 'uid': '1001', 'dstuser': 'root(uid=0)'}, 'rule': {'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session opened.', 'groups': ['pam', 'syslog', 'authentication_success'], 'nist_800_53': ['AU.14', 'AC.7'], 'gdpr': ['IV_32.2'], 'firedtimes': 5, 'mitre': {'technique': ['Valid Accounts'], 'id': ['T1078'], 'tactic': ['Defense Evasion', 'Persistence', 'Privilege Escalation', 'Initial Access']}, 'id': '5501', 'gpg13': ['7.8', '7.9']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:14:38.475956+01:00 wazuh-vm pkexec: pam_unix(polkit-1:session): session opened for user root(uid=0) by wazuh(uid=1001)', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:14:40.027Z', 'location': '/var/log/auth.log', 'id': '1766844880.7934', 'timestamp': '2025-12-27T15:14:40.027+0100'}",low,T1078
2025-12-27T14:15:22.078Z,wazuh-vm,0,2902,New dpkg (Debian Package) installed.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status installed', 'package': 'gawk', 'arch': 'amd64', 'version': '1:5.2.1-2build3'}, 'rule': {'firedtimes': 3, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'New dpkg (Debian Package) installed.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2902', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:15:21 status installed gawk:amd64 1:5.2.1-2build3', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:15:22.078Z', 'location': '/var/log/dpkg.log', 'id': '1766844922.8390', 'timestamp': '2025-12-27T15:15:22.078+0100'}",high,T1136
2025-12-27T14:15:24.079Z,wazuh-vm,0,2904,Dpkg (Debian Package) half configured.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status half-configured', 'package': 'gawk', 'arch': 'amd64', 'version': '1:5.2.1-2build3'}, 'rule': {'firedtimes': 4, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'Dpkg (Debian Package) half configured.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2904', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:15:23 status half-configured gawk:amd64 1:5.2.1-2build3', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:15:24.079Z', 'location': '/var/log/dpkg.log', 'id': '1766844924.9328', 'timestamp': '2025-12-27T15:15:24.079+0100'}",high,T1136
2025-12-27T14:15:24.080Z,wazuh-vm,0,2904,Dpkg (Debian Package) half configured.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status half-configured', 'package': 'man-db', 'arch': 'amd64', 'version': '2.12.0-4build2'}, 'rule': {'firedtimes': 3, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'Dpkg (Debian Package) half configured.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2904', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:15:23 status half-configured man-db:amd64 2.12.0-4build2', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:15:24.080Z', 'location': '/var/log/dpkg.log', 'id': '1766844924.8851', 'timestamp': '2025-12-27T15:15:24.080+0100'}",high,T1136
2025-12-27T14:15:28.083Z,wazuh-vm,0,2902,New dpkg (Debian Package) installed.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status installed', 'package': 'man-db', 'arch': 'amd64', 'version': '2.12.0-4build2'}, 'rule': {'firedtimes': 4, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'New dpkg (Debian Package) installed.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2902', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:15:27 status installed man-db:amd64 2.12.0-4build2', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:15:28.083Z', 'location': '/var/log/dpkg.log', 'id': '1766844928.9803', 'timestamp': '2025-12-27T15:15:28.083+0100'}",high,T1136
